Are you self-employed?,Is your employer primarily a tech company/organization?,Do you have previous employers?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,How many employees does your company or organization have?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?.1,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,Cluster
0,1.0,1,1,33,26-100,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,Some did,I was aware of some,Some did,Some did,"Yes, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,I would prefer be honest and up-front rather than find out the employer is not supportive down the road,Maybe,"Again, to ensure that the employer is not going to turn out to be unsupportive of employee needs.",Maybe,"No, I don't think they would",Very open,No,Yes,Yes,Yes,Yes,Rarely,Sometimes,Male,United States of America,Wisconsin,United States of America,Tennessee,Supervisor/Team Lead|Dev Evangelist/Advocate|Back-end Developer,Always,0
0,1.0,1,0,21,1-5,Yes,Yes,No,I don't know,Yes,I don't know,No,No,Maybe,Yes,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,No,I wouldn't know whether it would affect my changes of getting the job.,No,I wouldn't know whether it would affect chances of getting employed.,Maybe,Maybe,Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,male,United Kingdom,Unknown,United Kingdom,Unknown,Back-end Developer|DevOps/SysAdmin,Never,0
0,1.0,1,0,36,1-5,No,No,No,No,I don't know,Very difficult,Maybe,Maybe,No,No,I don't know,Yes,Some did,I was aware of some,None did,None did,No,"Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,No,I live in a country where they only care about what physicians tell them in a pre-contract exam.,No,"I don't think they would hire me, in the first place.",Maybe,Maybe,Somewhat not open,"Yes, I experienced",Yes,Yes,Yes,No,Often,Often,Male,Brazil,Unknown,Brazil,Unknown,Back-end Developer,Never,1
0,1.0,1,0,45,6-25,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,No,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,Maybe,"If the health issue would not impact my performance, then I may not bring it up. ",Yes,I would bring up any issue that would affect my performance of that jobs duties ,Maybe,Maybe,Somewhat not open,"Yes, I experienced",No,Maybe,Maybe,No,Not applicable to me,Not applicable to me,Male,United States of America,Michigan,United States of America,Michigan,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Never,1
0,1.0,1,0,41,26-100,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No,I don't know,I was aware of some,None did,Some did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,Unknown,No,Mental health is still viewed as a taboo.,"Yes, I think it would",Maybe,Somewhat open,No,No,Maybe,Maybe,No,Not applicable to me,Rarely,Male,Canada,Unknown,Canada,Unknown,Back-end Developer|Supervisor/Team Lead,Never,1
0,1.0,1,1,35,26-100,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,No,No,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Maybe,Unknown,Maybe,"I would be worried that it might affect my job application even though I am aware that they are not legally allowed to do so. However, it would be difficult to determine / prove if that was the case or not.","Yes, it has","Yes, they do",Neutral,"Yes, I experienced",I don't know,Yes,Yes,Yes,Sometimes,Often,Male,United Kingdom,Unknown,United Kingdom,Unknown,Back-end Developer,Sometimes,0
0,1.0,1,1,35,More than 1000,Yes,Yes,I don't know,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No,"Yes, they all did","Yes, I was aware of all of them",I don't know,"Yes, they all did",I don't know,Some of them,None of them,Some of my previous employers,I don't know,I don't know,None of them,No,bias,No,bias,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Yes,Yes,Maybe,Yes,Rarely,Often,male,United States of America,Washington,United States of America,Washington,Back-end Developer,Sometimes,0
0,1.0,1,0,26,6-25,No,Unknown,Yes,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Yes,Transparency,Maybe,Stigma,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,No,Yes,No,Rarely,Sometimes,Male,United Kingdom,Unknown,United Kingdom,Unknown,Supervisor/Team Lead,Sometimes,0
0,1.0,1,0,17,6-25,No,Unknown,No,No,I don't know,Somewhat difficult,Yes,No,No,Yes,No,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers",I don't know,Some did,None of them,Yes,Starting a job hiding something like this can be a really bad way to get the trust of the employees. ,Yes,Same response as the physical one.,Maybe,"Yes, I think they would",Not open at all,"Yes, I observed",No,No,No,No,Never,Sometimes,male,Brazil,Unknown,Brazil,Unknown,Front-end Developer,Always,0
0,1.0,1,1,26,100-500,Yes,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,Some did,I was aware of some,Some did,None did,Sometimes,None of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,Unknown,No,"My mental health issues are manageable outside
Of work, mostly, so I don't bring them up ","No, I don't think it would",Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,Rarely,Often,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0
0,1.0,1,0,36,26-100,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did",I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,"Yes, they all did",Some of them,No,I would be suspicious that it would negatively effect their opinion of me as a potential employee / Bring down the superwoman factor a little.,No,Same as with the physical.,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",No,No,No,No,Not applicable to me,Not applicable to me,female,United States of America,Vermont,United States of America,Vermont,Front-end Developer,Always,1
0,1.0,1,0,46,26-100,I don't know,I am not sure,Yes,I don't know,Yes,I don't know,No,No,No,No,Yes,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,I don't know,None did,None of them,Maybe,I've never been in a situation like this so it's hard to say. My answer might be different depending on the exact health issue.,Maybe,Again it's not a situation I've experienced so I think it would depend on the health issue and how comfortable I was with the potential employer.,Maybe,"No, I don't think they would",Somewhat open,No,I don't know,No,No,No,Not applicable to me,Not applicable to me,M,United States of America,Illinois,United States of America,Illinois,Back-end Developer|DevOps/SysAdmin,Sometimes,1
0,1.0,1,1,28,100-500,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,No,Unless it impacted my job I wouldn't ,No,They wouldn't hire me,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,Sometimes,Often,Female,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0
0,1.0,1,0,40,500-1000,Yes,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,No,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,No,US worker protections are lacking; proving a protected class as reason for non-hire is difficult,No,Same as before; lack of worker protections and proof that non-hire was result of disclosure of condition,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Unknown,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Washington,United States of America,Washington,DevOps/SysAdmin,Sometimes,1
0,1.0,1,0,30,6-25,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",I don't know,None of them,Yes,If it's relevant to the position ,Yes,If it was relevant to the position. ,Maybe,Maybe,Somewhat open,No,Yes,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer,Sometimes,0
0,1.0,1,0,28,26-100,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe,No,No,I don't know,No,Some did,I was aware of some,Some did,Some did,"Yes, always",Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,No,I prefer to use the interview as an opportunity to learn more about a potential employer and to showcase my skills.,No,Same answer as before. I prefer to use an interview as an opportunity to learn more about a potential employer and to showcase my skills. I wouldn't want to waste that valuable time on the minutiae of my health.,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Maybe,No,No,Not applicable to me,Not applicable to me,fm,United States of America,Illinois,United States of America,Illinois,Designer,Sometimes,0
0,1.0,1,1,39,26-100,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No,Some did,I was aware of some,None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,"if it were serious, I'd worry that it would prevent my being hired",Maybe,I don't have anything diagnosed specifically wrt my anxiety and depression.  Sometimes I don't take it as seriously because of that.,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Maybe,No,Sometimes,Sometimes,f,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer,Never,1
0,1.0,1,1,34,More than 1000,Yes,Yes,No,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,No,No,"Yes, they all did","Yes, I was aware of all of them",None did,"Yes, they all did","Yes, always",I don't know,"Yes, all of them","No, at none of my previous employers",I don't know,None did,None of them,Maybe,"If it was a protected disability thing, or if it just came up randomly.  Or if it's not a chronic condition.",Maybe,"If I was ""recovered""",Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,No,Yes,Yes,Sometimes,Sometimes,Female,United States of America,New York,United States of America,New York,Supervisor/Team Lead,Always,0
0,1.0,1,1,30,26-100,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,"Yes, they all did","Yes, I was aware of all of them",I don't know,None did,I don't know,I don't know,None of them,Some of my previous employers,"No, at none of my previous employers",I don't know,None of them,Yes,?,No,None of their business,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,Yes,Sometimes,Often,M,United States of America,California,United States of America,California,Back-end Developer,Always,0
0,1.0,1,1,41,26-100,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,Some did,N/A (not currently aware),None did,Some did,I don't know,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",Some did,Some of them,Yes,Unknown,No,Unknown,Maybe,"No, I don't think they would",Very open,"Yes, I observed",Yes,Yes,No,Yes,Never,Often,f,United States of America,Minnesota,United States of America,Minnesota,Front-end Developer,Sometimes,1
0,1.0,1,1,39,100-500,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Maybe,depends on the nature of the issue. i think it might bias them to look for reasons not to hire me or expect me to be a sub-par contributer,No,My internalized stigma is way too strong. ,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,Never,Often,F,United States of America,District of Columbia,United States of America,District of Columbia,Back-end Developer,Sometimes,1
0,1.0,1,1,43,6-25,Yes,No,No,No,No,Neither easy nor difficult,Maybe,No,No,No,I don't know,No,"Yes, they all did",I was aware of some,None did,None did,Sometimes,Some of them,None of them,"No, at none of my previous employers",Some of my previous employers,Some did,None of them,No,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Neutral,Maybe/Not sure,Yes,Yes,Maybe,Yes,Rarely,Sometimes,M,United States of America,Tennessee,United States of America,Tennessee,DevOps/SysAdmin|Back-end Developer,Sometimes,1
0,1.0,1,0,30,500-1000,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,Because I wouldn't want to work for a company who wouldn't support someone with a condition.,Yes,Because I wouldn't want to work for an employer who wouldn't hire someone with such a condition,Maybe,"No, I don't think they would",Very open,No,Yes,No,Maybe,No,Rarely,Rarely,M,United Kingdom,Unknown,United Kingdom,Unknown,Supervisor/Team Lead|Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate,Sometimes,0
0,1.0,1,0,24,26-100,Yes,Yes,Yes,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,I don't know,N/A (not currently aware),I don't know,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Maybe,"Depends on the type of job, if it would affect my work, I would bring it up.",No,"I think there is a general feeling of ""you should be able to manage that"" via some employers and this is not where I would want to test that. I might bring up mental health coverage during an interview though.",Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,I don't know,No,No,No,Not applicable to me,Not applicable to me,Female,United States of America,Illinois,United States of America,Illinois,Designer,Sometimes,0
